_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
2006,2015,June,QLD,Other ++,Normal Arrangements RPBS,25316,806376
2007,2015,June,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,212540,6085699
2008,2015,June,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,352,9789
2009,2015,June,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,10342,199324
2010,2015,June,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,2,57
2011,2015,June,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,70420,2337709
2012,2015,June,SA,Blood and Blood Forming Organs,Special Arrangements PBS,473,685926
2013,2015,June,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4478,110664
2014,2015,June,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,10,13151
2015,2015,June,SA,Cardiovascular System,Normal Arrangements PBS,471127,7303804
2016,2015,June,SA,Cardiovascular System,Special Arrangements PBS,110,310406
2017,2015,June,SA,Cardiovascular System,Normal Arrangements RPBS,20379,279821
2018,2015,June,SA,Dermatologicals,Normal Arrangements PBS,17991,347826
2019,2015,June,SA,Dermatologicals,Normal Arrangements RPBS,985,19226
2020,2015,June,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,25738,908189
2021,2015,June,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1111,54999
2022,2015,June,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,24100,392066
2023,2015,June,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,117,281735
2024,2015,June,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,829,10467
2025,2015,June,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,5,13929
2026,2015,June,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,89833,1369883
2027,2015,June,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,835,864838
2028,2015,June,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2879,29528
2029,2015,June,SA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,558
2030,2015,June,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,19210,14229757
2031,2015,June,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1320,2597287
2032,2015,June,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,414,247946
2033,2015,June,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,17,40694
2034,2015,June,SA,Musculo-Skeletal System,Normal Arrangements PBS,55113,1730626
2035,2015,June,SA,Musculo-Skeletal System,Special Arrangements PBS,226,79819
2036,2015,June,SA,Musculo-Skeletal System,Normal Arrangements RPBS,2350,72670
2037,2015,June,SA,Musculo-Skeletal System,Special Arrangements RPBS,6,1647
2038,2015,June,SA,Nervous System,Normal Arrangements PBS,351282,8949542
2039,2015,June,SA,Nervous System,Special Arrangements PBS,1527,156272
2040,2015,June,SA,Nervous System,Normal Arrangements RPBS,15484,286191
2041,2015,June,SA,Nervous System,Special Arrangements RPBS,3,450
2042,2015,June,SA,Anti-Parasitic Products,Normal Arrangements PBS,429,6364
2043,2015,June,SA,Anti-Parasitic Products,Normal Arrangements RPBS,24,363
2044,2015,June,SA,Respiratory System,Normal Arrangements PBS,81368,3180520
2045,2015,June,SA,Respiratory System,Special Arrangements PBS,37,80922
2046,2015,June,SA,Respiratory System,Normal Arrangements RPBS,2939,124851
2047,2015,June,SA,Sensory Organs,Normal Arrangements PBS,45743,1980106
2048,2015,June,SA,Sensory Organs,Normal Arrangements RPBS,3388,179271
2049,2015,June,SA,Various +,Normal Arrangements PBS,2172,314114
2050,2015,June,SA,Various +,Special Arrangements PBS,54,149106
2051,2015,June,SA,Various +,Normal Arrangements RPBS,159,15973
2052,2015,June,SA,Various +,Special Arrangements RPBS,2,2831
2053,2015,June,SA,Other ++,Normal Arrangements PBS,594,8937
2054,2015,June,SA,Other ++,Normal Arrangements RPBS,4987,117765
2055,2015,June,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,240434,6976091
2056,2015,June,WA,Alimentary Tract and Metabolism,Special Arrangements PBS,409,11273
2057,2015,June,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,12568,243874
2058,2015,June,WA,Alimentary Tract and Metabolism,Special Arrangements RPBS,4,113
2059,2015,June,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,76839,3114168
2060,2015,June,WA,Blood and Blood Forming Organs,Special Arrangements PBS,807,1070923
2061,2015,June,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,5070,145272
2062,2015,June,WA,Blood and Blood Forming Organs,Special Arrangements RPBS,34,32574
2063,2015,June,WA,Cardiovascular System,Normal Arrangements PBS,503142,7666702
2064,2015,June,WA,Cardiovascular System,Special Arrangements PBS,144,364872
2065,2015,June,WA,Cardiovascular System,Normal Arrangements RPBS,23189,316290
2066,2015,June,WA,Cardiovascular System,Special Arrangements RPBS,9,19872
2067,2015,June,WA,Dermatologicals,Normal Arrangements PBS,21146,452596
2068,2015,June,WA,Dermatologicals,Normal Arrangements RPBS,1408,28603
2069,2015,June,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,26319,1235127
2070,2015,June,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1600,91299
2071,2015,June,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,25817,453749
2072,2015,June,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,169,356878
2073,2015,June,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,959,12659
2074,2015,June,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,3,7075
2075,2015,June,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,101424,2191416
2076,2015,June,WA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1180,1207225
2077,2015,June,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,3732,34806
2078,2015,June,WA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,4,2177
2079,2015,June,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,31586,24993893
2080,2015,June,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3660,5470401
2081,2015,June,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,726,555959
2082,2015,June,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,33,44365
2083,2015,June,WA,Musculo-Skeletal System,Normal Arrangements PBS,62082,2075028
2084,2015,June,WA,Musculo-Skeletal System,Special Arrangements PBS,275,122464
2085,2015,June,WA,Musculo-Skeletal System,Normal Arrangements RPBS,2904,98704
2086,2015,June,WA,Musculo-Skeletal System,Special Arrangements RPBS,7,2920
2087,2015,June,WA,Nervous System,Normal Arrangements PBS,399947,10181652
2088,2015,June,WA,Nervous System,Special Arrangements PBS,3035,250719
2089,2015,June,WA,Nervous System,Normal Arrangements RPBS,18588,334884
2090,2015,June,WA,Nervous System,Special Arrangements RPBS,2,10056
2091,2015,June,WA,Anti-Parasitic Products,Normal Arrangements PBS,665,16308
2092,2015,June,WA,Anti-Parasitic Products,Normal Arrangements RPBS,15,611
2093,2015,June,WA,Respiratory System,Normal Arrangements PBS,83623,3717388
2094,2015,June,WA,Respiratory System,Special Arrangements PBS,72,129939
2095,2015,June,WA,Respiratory System,Normal Arrangements RPBS,3233,144708
2096,2015,June,WA,Sensory Organs,Normal Arrangements PBS,58201,3209655
2097,2015,June,WA,Sensory Organs,Normal Arrangements RPBS,4269,297174
2098,2015,June,WA,Various +,Normal Arrangements PBS,2166,353964
2099,2015,June,WA,Various +,Special Arrangements PBS,127,162302
2100,2015,June,WA,Various +,Normal Arrangements RPBS,152,11337
2101,2015,June,WA,Various +,Special Arrangements RPBS,1,5646
2102,2015,June,WA,Other ++,Normal Arrangements PBS,830,9150
2103,2015,June,WA,Other ++,Normal Arrangements RPBS,7169,191203
2104,2015,June,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,84319,2487502
2105,2015,June,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,4864,99923
2106,2015,June,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,22003,829817
2107,2015,June,TAS,Blood and Blood Forming Organs,Special Arrangements PBS,212,238052
2108,2015,June,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,1684,47498
2109,2015,June,TAS,Blood and Blood Forming Organs,Special Arrangements RPBS,9,8441
2110,2015,June,TAS,Cardiovascular System,Normal Arrangements PBS,176550,2853302
2111,2015,June,TAS,Cardiovascular System,Special Arrangements PBS,115,322810
2112,2015,June,TAS,Cardiovascular System,Normal Arrangements RPBS,9046,116202
2113,2015,June,TAS,Cardiovascular System,Special Arrangements RPBS,2,5834
2114,2015,June,TAS,Dermatologicals,Normal Arrangements PBS,7891,171255
2115,2015,June,TAS,Dermatologicals,Normal Arrangements RPBS,589,13199
2116,2015,June,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,9608,371430
2117,2015,June,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,419,20262
2118,2015,June,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,10956,146904
2119,2015,June,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,59,109350
2120,2015,June,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,468,5112
2121,2015,June,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,33012,522543
2122,2015,June,TAS,General Anti-Infectives for Systemic Use,Special Arrangements PBS,160,178758
2123,2015,June,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1391,15232
2124,2015,June,TAS,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,2849
2125,2015,June,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,8949,6258188
2126,2015,June,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,766,1225822
2127,2015,June,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,227,142454
2128,2015,June,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,14,21496
2129,2015,June,TAS,Musculo-Skeletal System,Normal Arrangements PBS,20571,688396
2130,2015,June,TAS,Musculo-Skeletal System,Special Arrangements PBS,90,40755
2131,2015,June,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,1024,39341
2132,2015,June,TAS,Musculo-Skeletal System,Special Arrangements RPBS,2,888
2133,2015,June,TAS,Nervous System,Normal Arrangements PBS,146767,3482880
2134,2015,June,TAS,Nervous System,Special Arrangements PBS,469,36247
2135,2015,June,TAS,Nervous System,Normal Arrangements RPBS,7200,133507
2136,2015,June,TAS,Anti-Parasitic Products,Normal Arrangements PBS,250,5605
2137,2015,June,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,3,30
2138,2015,June,TAS,Respiratory System,Normal Arrangements PBS,33242,1399413
2139,2015,June,TAS,Respiratory System,Special Arrangements PBS,22,49426
2140,2015,June,TAS,Respiratory System,Normal Arrangements RPBS,1330,60441
2141,2015,June,TAS,Sensory Organs,Normal Arrangements PBS,18977,1524291
2142,2015,June,TAS,Sensory Organs,Normal Arrangements RPBS,1697,263014
2143,2015,June,TAS,Various +,Normal Arrangements PBS,715,92840
2144,2015,June,TAS,Various +,Special Arrangements PBS,25,25022
2145,2015,June,TAS,Various +,Normal Arrangements RPBS,104,8137
2146,2015,June,TAS,Various +,Special Arrangements RPBS,1,1422
2147,2015,June,TAS,Other ++,Normal Arrangements PBS,327,4289
2148,2015,June,TAS,Other ++,Normal Arrangements RPBS,3513,74397
2149,2015,June,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,30045,973779
2150,2015,June,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,2366,47717
2151,2015,June,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,10254,399753
2152,2015,June,ACT,Blood and Blood Forming Organs,Special Arrangements PBS,98,108792
2153,2015,June,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,1077,33478
2154,2015,June,ACT,Blood and Blood Forming Organs,Special Arrangements RPBS,8,7347
2155,2015,June,ACT,Cardiovascular System,Normal Arrangements PBS,60631,902403
2156,2015,June,ACT,Cardiovascular System,Special Arrangements PBS,15,32985
2157,2015,June,ACT,Cardiovascular System,Normal Arrangements RPBS,4756,66119
2158,2015,June,ACT,Cardiovascular System,Special Arrangements RPBS,2,1571
2159,2015,June,ACT,Dermatologicals,Normal Arrangements PBS,2820,69468
2160,2015,June,ACT,Dermatologicals,Normal Arrangements RPBS,241,8530
2161,2015,June,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,3152,168781
2162,2015,June,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,346,17271
2163,2015,June,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,3026,70579
2164,2015,June,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,20,41204
2165,2015,June,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,167,5232
2166,2015,June,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,2,7916
2167,2015,June,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,13969,241112
2168,2015,June,ACT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,243,272610
2169,2015,June,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,811,8115
2170,2015,June,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,4553,3305312
2171,2015,June,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,550,1118369
2172,2015,June,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,165,105128
2173,2015,June,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,8,39071
2174,2015,June,ACT,Musculo-Skeletal System,Normal Arrangements PBS,7921,307653
2175,2015,June,ACT,Musculo-Skeletal System,Special Arrangements PBS,80,32206
2176,2015,June,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,596,22760
2177,2015,June,ACT,Musculo-Skeletal System,Special Arrangements RPBS,4,1875
2178,2015,June,ACT,Nervous System,Normal Arrangements PBS,48694,1577336
2179,2015,June,ACT,Nervous System,Special Arrangements PBS,209,25504
2180,2015,June,ACT,Nervous System,Normal Arrangements RPBS,3360,69587
2181,2015,June,ACT,Nervous System,Special Arrangements RPBS,4,249
2182,2015,June,ACT,Anti-Parasitic Products,Normal Arrangements PBS,132,2218
2183,2015,June,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,4,44
2184,2015,June,ACT,Respiratory System,Normal Arrangements PBS,12942,472969
2185,2015,June,ACT,Respiratory System,Special Arrangements PBS,2,3465
2186,2015,June,ACT,Respiratory System,Normal Arrangements RPBS,639,29754
2187,2015,June,ACT,Sensory Organs,Normal Arrangements PBS,6365,281828
2188,2015,June,ACT,Sensory Organs,Normal Arrangements RPBS,799,32858
2189,2015,June,ACT,Various +,Normal Arrangements PBS,298,65342
2190,2015,June,ACT,Various +,Special Arrangements PBS,7,9141
2191,2015,June,ACT,Various +,Normal Arrangements RPBS,51,7083
2192,2015,June,ACT,Various +,Special Arrangements RPBS,1,928
2193,2015,June,ACT,Other ++,Normal Arrangements PBS,251,8685
2194,2015,June,ACT,Other ++,Normal Arrangements RPBS,1389,40035
2195,2015,June,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,9198,312094
2196,2015,June,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,339,6476
2197,2015,June,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,2662,86302
2198,2015,June,NT,Blood and Blood Forming Organs,Special Arrangements PBS,1106,753873
2199,2015,June,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,113,3057
2200,2015,June,NT,Blood and Blood Forming Organs,Special Arrangements RPBS,4,2676
2201,2015,June,NT,Cardiovascular System,Normal Arrangements PBS,19951,294948
2202,2015,June,NT,Cardiovascular System,Special Arrangements PBS,33,66544
2203,2015,June,NT,Cardiovascular System,Normal Arrangements RPBS,814,11830
2204,2015,June,NT,Dermatologicals,Normal Arrangements PBS,706,17964
2205,2015,June,NT,Dermatologicals,Normal Arrangements RPBS,48,844
2206,2015,June,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,971,81027
2207,2015,June,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,56,3467
2208,2015,June,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,1033,39921
2209,2015,June,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,16,30219
2210,2015,June,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,16,108
2211,2015,June,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,2234
2212,2015,June,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,5210,184904
2213,2015,June,NT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,384,384696
2214,2015,June,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,108,5902
2215,2015,June,NT,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,811
2216,2015,June,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,1569,1200141
2217,2015,June,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,439,388860
2218,2015,June,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,19,8855
2219,2015,June,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,3414
2220,2015,June,NT,Musculo-Skeletal System,Normal Arrangements PBS,2204,66858
2221,2015,June,NT,Musculo-Skeletal System,Special Arrangements PBS,31,12502
2222,2015,June,NT,Musculo-Skeletal System,Normal Arrangements RPBS,102,1628
2223,2015,June,NT,Musculo-Skeletal System,Special Arrangements RPBS,3,1332
2224,2015,June,NT,Nervous System,Normal Arrangements PBS,12618,466539
2225,2015,June,NT,Nervous System,Special Arrangements PBS,333,17283
2226,2015,June,NT,Nervous System,Normal Arrangements RPBS,519,10872
2227,2015,June,NT,Anti-Parasitic Products,Normal Arrangements PBS,99,2149
2228,2015,June,NT,Anti-Parasitic Products,Normal Arrangements RPBS,2,38
2229,2015,June,NT,Respiratory System,Normal Arrangements PBS,4086,147221
2230,2015,June,NT,Respiratory System,Special Arrangements PBS,7,10388
2231,2015,June,NT,Respiratory System,Normal Arrangements RPBS,98,4273
2232,2015,June,NT,Sensory Organs,Normal Arrangements PBS,1564,59165
2233,2015,June,NT,Sensory Organs,Normal Arrangements RPBS,80,1472
2234,2015,June,NT,Various +,Normal Arrangements PBS,175,54207
2235,2015,June,NT,Various +,Special Arrangements PBS,10,30581
2236,2015,June,NT,Other ++,Normal Arrangements PBS,14,179
2237,2015,June,NT,Other ++,Normal Arrangements RPBS,71,4705
2238,2015,July,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,1099246,33311626
2239,2015,July,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,54839,1095969
2240,2015,July,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,323123,11313490
2241,2015,July,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,3708,4792522
2242,2015,July,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,22606,623236
2243,2015,July,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,219,205830
2244,2015,July,NSW,Cardiovascular System,Normal Arrangements PBS,2238775,38185992
2245,2015,July,NSW,Cardiovascular System,Special Arrangements PBS,504,1101765
2246,2015,July,NSW,Cardiovascular System,Normal Arrangements RPBS,98063,1431965
2247,2015,July,NSW,Cardiovascular System,Special Arrangements RPBS,26,44720
2248,2015,July,NSW,Dermatologicals,Normal Arrangements PBS,107666,2436018
2249,2015,July,NSW,Dermatologicals,Normal Arrangements RPBS,5906,125848
2250,2015,July,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,99396,4028432
2251,2015,July,NSW,Genito Urinary System and Sex Hormones,Special Arrangements PBS,1978,1511827
2252,2015,July,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,5660,269691
2253,2015,July,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,120054,2442369
2254,2015,July,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,1426,2086338
2255,2015,July,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4413,83317
2256,2015,July,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,15,38621
2257,2015,July,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,548101,14325301
2258,2015,July,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,8037,8524821
2259,2015,July,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,18648,217000
2260,2015,July,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,44,47640
2261,2015,July,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,97956,71124596
2262,2015,July,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,10873,16307901
2263,2015,July,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2070,1283944
2264,2015,July,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,59,130512
2265,2015,July,NSW,Musculo-Skeletal System,Normal Arrangements PBS,272083,9816270
2266,2015,July,NSW,Musculo-Skeletal System,Special Arrangements PBS,1081,443364
2267,2015,July,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,11526,466896
2268,2015,July,NSW,Musculo-Skeletal System,Special Arrangements RPBS,23,8328
2269,2015,July,NSW,Nervous System,Normal Arrangements PBS,1498947,41903437
2270,2015,July,NSW,Nervous System,Special Arrangements PBS,10515,1021635
2271,2015,July,NSW,Nervous System,Normal Arrangements RPBS,73571,1508204
2272,2015,July,NSW,Nervous System,Special Arrangements RPBS,13,572
2273,2015,July,NSW,Anti-Parasitic Products,Normal Arrangements PBS,3678,67723
2274,2015,July,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,159,2308
2275,2015,July,NSW,Respiratory System,Normal Arrangements PBS,449767,18809185
2276,2015,July,NSW,Respiratory System,Special Arrangements PBS,211,479486
2277,2015,July,NSW,Respiratory System,Normal Arrangements RPBS,15972,696211
2278,2015,July,NSW,Sensory Organs,Normal Arrangements PBS,308704,22499831
2279,2015,July,NSW,Sensory Organs,Normal Arrangements RPBS,23719,2569456
2280,2015,July,NSW,Various +,Normal Arrangements PBS,26114,2851859
2281,2015,July,NSW,Various +,Special Arrangements PBS,745,1022850
2282,2015,July,NSW,Various +,Normal Arrangements RPBS,1850,132481
2283,2015,July,NSW,Various +,Special Arrangements RPBS,10,22500
2284,2015,July,NSW,Other ++,Normal Arrangements PBS,5532,122843
2285,2015,July,NSW,Other ++,Normal Arrangements RPBS,31862,1064249
2286,2015,July,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,786437,24284155
2287,2015,July,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,1743,31377
2288,2015,July,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,34936,697151
2289,2015,July,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,7,94
2290,2015,July,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,219486,8783010
2291,2015,July,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,3430,4141911
2292,2015,July,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,12750,372982
2293,2015,July,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,146,136193
2294,2015,July,VIC,Cardiovascular System,Normal Arrangements PBS,1627988,27334084
2295,2015,July,VIC,Cardiovascular System,Special Arrangements PBS,250,693504
2296,2015,July,VIC,Cardiovascular System,Normal Arrangements RPBS,62196,915115
2297,2015,July,VIC,Cardiovascular System,Special Arrangements RPBS,12,17892
2298,2015,July,VIC,Dermatologicals,Normal Arrangements PBS,85808,1919493
2299,2015,July,VIC,Dermatologicals,Normal Arrangements RPBS,3337,69014
2300,2015,July,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,76301,3253168
2301,2015,July,VIC,Genito Urinary System and Sex Hormones,Special Arrangements PBS,918,647754
2302,2015,July,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2812,129167
2303,2015,July,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,88811,1650644
2304,2015,July,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,975,1236371
2305,2015,July,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2998,45211
2306,2015,July,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,13,24040
2307,2015,July,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,389260,9159823
2308,2015,July,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,4201,5593865
2309,2015,July,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11781,145030
2310,2015,July,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,4891
2311,2015,July,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,82448,61160826
2312,2015,July,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,9457,14156440
2313,2015,July,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1385,905797
2314,2015,July,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,54,129737
2315,2015,July,VIC,Musculo-Skeletal System,Normal Arrangements PBS,178812,5732155
2316,2015,July,VIC,Musculo-Skeletal System,Special Arrangements PBS,1409,620493
2317,2015,July,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,6707,255958
2318,2015,July,VIC,Musculo-Skeletal System,Special Arrangements RPBS,46,21865
2319,2015,July,VIC,Nervous System,Normal Arrangements PBS,1207559,32453136
2320,2015,July,VIC,Nervous System,Special Arrangements PBS,10767,1344640
2321,2015,July,VIC,Nervous System,Normal Arrangements RPBS,48082,947647
2322,2015,July,VIC,Nervous System,Special Arrangements RPBS,14,1222
2323,2015,July,VIC,Anti-Parasitic Products,Normal Arrangements PBS,1665,46622
2324,2015,July,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,47,1243
2325,2015,July,VIC,Respiratory System,Normal Arrangements PBS,287158,12281546
2326,2015,July,VIC,Respiratory System,Special Arrangements PBS,173,372885
2327,2015,July,VIC,Respiratory System,Normal Arrangements RPBS,9798,434391
2328,2015,July,VIC,Sensory Organs,Normal Arrangements PBS,191303,7212340
2329,2015,July,VIC,Sensory Organs,Normal Arrangements RPBS,12117,656066
2330,2015,July,VIC,Various +,Normal Arrangements PBS,13300,1850861
2331,2015,July,VIC,Various +,Special Arrangements PBS,703,885746
2332,2015,July,VIC,Various +,Normal Arrangements RPBS,606,43350
2333,2015,July,VIC,Various +,Special Arrangements RPBS,8,10107
2334,2015,July,VIC,Other ++,Normal Arrangements PBS,4198,116451
2335,2015,July,VIC,Other ++,Normal Arrangements RPBS,17337,496429
2336,2015,July,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,531122,16746057
